CONCISE NET LIST - 1  
VDD_GPU_AP               U28              AE22     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AE24     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AE26     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AE28     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AF17     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AF19     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AF21     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AF23     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AF25     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AF27     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AF29     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AG16     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AG18     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AG20     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AG21     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AG22     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AG24     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AG26     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AG28     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AH25     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AH27     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AH29     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AM17     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AM18     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AM30     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AN17     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AN18     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AN30     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AN31     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AN32     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AN33     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AP17     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AP18     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AP30     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AP32     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AP33     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AR17     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AR18     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AR32     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AR33     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AT17     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AT18     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AT32     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AT33     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AU17     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AU18     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AU32     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AU33     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              R20      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              T21      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              U20      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              V21      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              W20      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              Y21      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_DISCHARGE        Q504             3        Q_FET_N_ENH_SOT723-NTK3134NT1G,20V,-1000MOHM@10V / -1000MOHM@4.5V / 260MOHM@2.5V,0.89A,0.99A,6V,0.45W,[ ]@10V / [ ]@4.5V / [ ]B
VDD_GPU_DISCHARGE        R652             2        R_0805-3.3OHM,5 %,0.125W,195-1602-000-195-1602-000,3.3OHM
VDD_GPU_SENSE            R3865            2        R_0402-0OHM,0.05 OHM,63MW,195-1680-000-0OHM,195-1680-000
VDD_GPU_SENSE            U28              AN23     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_HDMI_1V05            C18              1        C_0603-2.2UF,X7R,10%,6.3V,032-0119-000-032-0119-000,2.2UF
VDD_HDMI_1V05            C1066            1        C_0603W-4.7UF,X7S,10%,6.3V,032-1051-000-032-1051-000,4.7UF
VDD_HDMI_1V05            C1067            1        C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000
VDD_HDMI_1V05            LB504            1        L_BEAD_0402-30OHM,FERRITE,25%,[ ],1.7A,0.05OHM,[ ],N/A,N/A,100-0104-000-100-0104-000,30OHM
VDD_HDMI_1V05            U1               A7       U_PMU_MAX20024_BGA76-MAX20024DGXXJ/V+,0.6V..3.95V,2.6V..5.5V,0MA,PMIC,315-0956-000-315-0956-000
VDD_HDMI_1V05            U28              H9       U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_HDMI_DP_PLL          C1055            1        C_0603W-4.7UF,X7S,10%,6.3V,032-1051-000-032-1051-000,4.7UF
VDD_HDMI_DP_PLL          C1058            1        C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000
VDD_HDMI_DP_PLL          LB502            2        L_BEAD_0402-30OHM,FERRITE,25%,[ ],1.7A,0.05OHM,[ ],N/A,N/A,100-0104-000-100-0104-000,30OHM
VDD_HDMI_DP_PLL          U28              H8       U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_IN                   C1219            1        C_0805W-10UF,X7S,10%,25V,032-1071-000-032-1071-000,10UF
VDD_IN                   C1220            1        C_0805W-10UF,X7S,10%,25V,032-1071-000-032-1071-000,10UF
VDD_IN                   C3525            1        C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000
VDD_IN                   R136             1        R_0402-510K,5 %,62.5MW,195-0607-000-195-0607-000,510K
VDD_IN                   R588             2        R_0402-110K,1 %,62.5MW,195-0026-000-110K,195-0026-000
VDD_IN                   R3517            1        R_0402-95.3K,1 %,62.5MW,195-0475-000-195-0475-000,95.3K
VDD_IN                   RS8              2        R_SENSE_0805-0.01OHM,1%,0.25W,[ ],215-0165-000-0.01OHM,215-0165-000
VDD_IN                   RS3001           2        R_SENSE_0805-0.01OHM,1%,0.25W,[ ],215-0165-000-0.01OHM,215-0165-000
VDD_IN                   RS3002           2        R_SENSE_0805-0.01OHM,1%,0.25W,[ ],215-0165-000-0.01OHM,215-0165-000
VDD_IN                   RS3012           1        R_SENSE_4PIN_R_SENSE_4PIN-0.02OHM,1%,1W,[ ],215-0168-000-0.02OHM,215-0168-000
VDD_IN                   U3503            1        U_SWREG_TPS5433XA_VSON10-TPS54335ADRCT,BUCK,1PH,1.5MHZ,NONE,0.8V..24V,1.5%,0.8V,28V,3A,1.9W,316-0460-000-0.8V,316-0460-000
VDD_IN                   VS5              1        VIRTUAL_SHORT_SHUNT-VIRTUAL_SHORT
VDD_IN                   VS8              1        VIRTUAL_SHORT_SHUNT-VIRTUAL_SHORT
VDD_IN                   VS22             1        VIRTUAL_SHORT_SHUNT-VIRTUAL_SHORT
VDD_IN_PREREG_SENSE      R691             2        R_0402-1OHM,5 %,62.5MW,195-0482-000-195-0482-000,1OHM
VDD_IN_PREREG_SENSE      RS3012           2        R_SENSE_4PIN_R_SENSE_4PIN-0.02OHM,1%,1W,[ ],215-0168-000-0.02OHM,215-0168-000
VDD_IN_RS                J501             A1       CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
VDD_IN_RS                J501             A2       CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
VDD_IN_RS                J501             B1       CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
VDD_IN_RS                J501             B2       CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
VDD_IN_RS                J501             C1       CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
VDD_IN_RS                J501             C2       CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
VDD_IN_RS                RS3012           4        R_SENSE_4PIN_R_SENSE_4PIN-0.02OHM,1%,1W,[ ],215-0168-000-0.02OHM,215-0168-000
VDD_IN_SENSE             R690             2        R_0402-1OHM,5 %,62.5MW,195-0482-000-195-0482-000,1OHM
VDD_IN_SENSE             RS3012           3        R_SENSE_4PIN_R_SENSE_4PIN-0.02OHM,1%,1W,[ ],215-0168-000-0.02OHM,215-0168-000
VDD_LXA_SD0              L7               1        L_2520-1UH,METAL ALLOY,20%,3.2A,3.8A,0.042OHM,[ ]@[ ],[ ],0DECIBEL,130-0562-000-130-0562-000,1UH
VDD_LXA_SD0              U1               J7       U_PMU_MAX20024_BGA76-MAX20024DGXXJ/V+,0.6V..3.95V,2.6V..5.5V,0MA,PMIC,315-0956-000-315-0956-000
VDD_LXA_SD0              U1               J8       U_PMU_MAX20024_BGA76-MAX20024DGXXJ/V+,0.6V..3.95V,2.6V..5.5V,0MA,PMIC,315-0956-000-315-0956-000
VDD_LXB_SD0              L8               1        L_2520-1UH,METAL ALLOY,20%,3.2A,3.8A,0.042OHM,[ ]@[ ],[ ],0DECIBEL,130-0562-000-130-0562-000,1UH
VDD_LXB_SD0              U1               J3       U_PMU_MAX20024_BGA76-MAX20024DGXXJ/V+,0.6V..3.95V,2.6V..5.5V,0MA,PMIC,315-0956-000-315-0956-000
VDD_LXB_SD0              U1               J4       U_PMU_MAX20024_BGA76-MAX20024DGXXJ/V+,0.6V..3.95V,2.6V..5.5V,0MA,PMIC,315-0956-000-315-0956-000
VDD_LX_SD1               L4               1        L_2520-1UH,METAL ALLOY,20%,3.2A,3.8A,0.042OHM,[ ]@[ ],[ ],0DECIBEL,130-0562-000-130-0562-000,1UH
VDD_LX_SD1               U1               G9       U_PMU_MAX20024_BGA76-MAX20024DGXXJ/V+,0.6V..3.95V,2.6V..5.5V,0MA,PMIC,315-0956-000-315-0956-000
VDD_LX_SD1               U1               G10      U_PMU_MAX20024_BGA76-MAX20024DGXXJ/V+,0.6V..3.95V,2.6V..5.5V,0MA,PMIC,315-0956-000-315-0956-000
VDD_LX_SD2               L5               1        L_2520-1UH,METAL ALLOY,20%,3.2A,3.8A,0.042OHM,[ ]@[ ],[ ],0DECIBEL,130-0562-000-130-0562-000,1UH
VDD_LX_SD2               U1               G1       U_PMU_MAX20024_BGA76-MAX20024DGXXJ/V+,0.6V..3.95V,2.6V..5.5V,0MA,PMIC,315-0956-000-315-0956-000
VDD_LX_SD2               U1               G2       U_PMU_MAX20024_BGA76-MAX20024DGXXJ/V+,0.6V..3.95V,2.6V..5.5V,0MA,PMIC,315-0956-000-315-0956-000
VDD_LX_SD3               L2               1        L_2520-1UH,METAL ALLOY,20%,3.2A,3.8A,0.042OHM,[ ]@[ ],[ ],0DECIBEL,130-0562-000-130-0562-000,1UH
VDD_LX_SD3               U1               C1       U_PMU_MAX20024_BGA76-MAX20024DGXXJ/V+,0.6V..3.95V,2.6V..5.5V,0MA,PMIC,315-0956-000-315-0956-000
VDD_LX_SD3               U1               C2       U_PMU_MAX20024_BGA76-MAX20024DGXXJ/V+,0.6V..3.95V,2.6V..5.5V,0MA,PMIC,315-0956-000-315-0956-000
VDD_MUX_CAP              C134             1        C_0805-4.7UF,X7R,10%,16V,032-0144-000-032-0144-000,4.7UF
VDD_MUX_CAP              D3               1        D_SCHOTTKY_SOD882-CFSH05-20L,SINGLE,20V,3A,0.22V@10MA,0.5A,090-0283-000A-090-0283-000
VDD_MUX_CAP              R64              1        R_0402-10M,5 %,62.5MW,195-0489-000-10M,195-0489-000
VDD_MUX_CAP              R68              1        R_0402-100K,5 %,62.5MW,195-0487-000-100K,195-0487-000
VDD_MUX_CAP              R110             1        R_0402-100K,5 %,62.5MW,195-0487-000-100K,195-0487-000
VDD_MUX_CAP              R112             1        R_0402-100K,5 %,62.5MW,195-0487-000-100K,195-0487-000
VDD_MUX_CAP              R147             1        R_0402-100K,5 %,62.5MW,195-2696-000-100K,195-2696-000
VDD_MUX_CAP              R276             1        R_0402-100K,5 %,62.5MW,195-0487-000-100K,195-0487-000
VDD_MUX_CAP              R277             1        R_0402-100K,5 %,62.5MW,195-0487-000-100K,195-0487-000
VDD_PEX_1V05             C16              1        C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF
VDD_PEX_1V05             C45              1        C_0603W-4.7UF,X7S,10%,6.3V,032-1051-000-032-1051-000,4.7UF
VDD_PEX_1V05             C46              1        C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000
VDD_PEX_1V05             C1092            1        C_0603W-4.7UF,X7S,10%,6.3V,032-1051-000-032-1051-000,4.7UF
VDD_PEX_1V05             C1096            1        C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF
VDD_PEX_1V05             C1099            1        C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000
VDD_PEX_1V05             U1               A9       U_PMU_MAX20024_BGA76-MAX20024DGXXJ/V+,0.6V..3.95V,2.6V..5.5V,0MA,PMIC,315-0956-000-315-0956-000
VDD_PEX_1V05             U28              AV5      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_PEX_1V05             U28              AW5      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_PEX_1V05             U28              AY5      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_PEX_1V05             U28              AY6      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_RTC                  C13              1        C_0603-2.2UF,X7R,10%,6.3V,032-0119-000-032-0119-000,2.2UF
VDD_RTC                  C462             1        C_0603W-4.7UF,X7S,10%,6.3V,032-1051-000-032-1051-000,4.7UF
VDD_RTC                  C463             1        C_0603W-4.7UF,X7S,10%,6.3V,032-1051-000-032-1051-000,4.7UF
VDD_RTC                  C464             1        C_0603W-4.7UF,X7S,10%,6.3V,032-1051-000-032-1051-000,4.7UF
VDD_RTC                  C1028            1        C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000
VDD_RTC                  R260             1        R_0402-10K,5 %,62.5MW,195-2713-000-10K,195-2713-000
VDD_RTC                  U1               B3       U_PMU_MAX20024_BGA76-MAX20024DGXXJ/V+,0.6V..3.95V,2.6V..5.5V,0MA,PMIC,315-0956-000-315-0956-000
VDD_RTC                  U28              AL20     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_RTC                  U28              M9       U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_SOC_AP               C160             1        C_POL_SMD_7343-330UF,TA-POLYMER,20%,4.2V@125.05DEGC,0.025OHM,9.999UH,3A@44.85DEGC,100KHZ,032-1090-000-032-1090-000,330UFA
VDD_SOC_AP               C168             1        C_0805-22UF,X7S,20%,6.3V,032-1088-000-032-1088-000,22UF
VDD_SOC_AP               C179             1        C_0805-22UF,X7S,20%,6.3V,032-1088-000-032-1088-000,22UF
VDD_SOC_AP               C289             1        C_0805-22UF,X7S,20%,6.3V,032-1088-000-032-1088-000,22UF
VDD_SOC_AP               C291             1        C_0805-22UF,X7S,20%,6.3V,032-1088-000-032-1088-000,22UF
VDD_SOC_AP               C406             2        C_0402-2.7NF,X7R,10%,16V,036-0212-000-036-0212-000,2.7NF
VDD_SOC_AP               C446             2        C_0402-1NF,X7R,10%,50V,036-0199-000-036-0199-000,1NF
VDD_SOC_AP               C451             1        C_POL_SMD_7343-330UF,TA-POLYMER,20%,4.2V@125.05DEGC,0.025OHM,9.999UH,3A@44.85DEGC,100KHZ,032-1090-000-032-1090-000,330UFA
VDD_SOC_AP               C474             1        C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF
VDD_SOC_AP               C475             1        C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF
VDD_SOC_AP               C476             1        C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF
VDD_SOC_AP               C477             1        C_0603W-10UF,X7S,20%,6.3V,032-1021-000-032-1021-000,10UF
VDD_SOC_AP               C478             1        C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF
VDD_SOC_AP               C479             1        C_0805-22UF,X7S,20%,6.3V,032-1088-000-032-1088-000,22UF
VDD_SOC_AP               C480             1        C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF
VDD_SOC_AP               C481             1        C_0805-22UF,X7S,20%,6.3V,032-1088-000-032-1088-000,22UF
VDD_SOC_AP               C482             1        C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF
VDD_SOC_AP               C483             1        C_0603-2.2UF,X7R,10%,6.3V,032-0119-000-032-0119-000,2.2UF
VDD_SOC_AP               C488             1        C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF
VDD_SOC_AP               C489             1        C_0603-2.2UF,X7R,10%,6.3V,032-0119-000-032-0119-000,2.2UF
VDD_SOC_AP               C490             1        C_0805-22UF,X7S,20%,6.3V,032-1088-000-032-1088-000,22UF
VDD_SOC_AP               C495             1        C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF
VDD_SOC_AP               C496             1        C_0603-2.2UF,X7R,10%,6.3V,032-0119-000-032-0119-000,2.2UF
VDD_SOC_AP               C499             1        C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF
VDD_SOC_AP               C500             1        C_0603-2.2UF,X7R,10%,6.3V,032-0119-000-032-0119-000,2.2UF
VDD_SOC_AP               C585             1        C_0603-2.2UF,X7R,10%,6.3V,032-0119-000-032-0119-000,2.2UF
VDD_SOC_AP               C591             1        C_0805-22UF,X7S,20%,6.3V,032-1088-000-032-1088-000,22UF
VDD_SOC_AP               C592             1        C_0805-22UF,X7S,20%,6.3V,032-1088-000-032-1088-000,22UF
VDD_SOC_AP               C599             1        C_0805-22UF,X7S,20%,6.3V,032-1088-000-032-1088-000,22UF
VDD_SOC_AP               C601             1        C_0603-2.2UF,X7R,10%,6.3V,032-0119-000-032-0119-000,2.2UF
VDD_SOC_AP               C909             1        C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF
VDD_SOC_AP               C910             1        C_0603W-10UF,X7S,20%,6.3V,032-1021-000-032-1021-000,10UF
VDD_SOC_AP               C915             1        C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF
VDD_SOC_AP               C918             1        C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF
VDD_SOC_AP               C1255            1        C_POL_SMD_3528-100UF,TA-POLYMER,20%,4V@105DEGC,0.07OHM,9.999UH,1.1A@105DEGC,100KHZ,041-0179-000-041-0179-000,100UF
VDD_SOC_AP               C1256            1        C_0805-22UF,X7S,20%,6.3V,032-1088-000-032-1088-000,22UF
VDD_SOC_AP               C1257            1        C_0805-22UF,X7S,20%,6.3V,032-1088-000-032-1088-000,22UF
VDD_SOC_AP               L36              2        L_SMD_7X7-1UH,IRON POWDER CORE,20%,14A,14.4A,0.0065OHM,0@0HZ,3MHZ,-1DECIBEL,130-0996-000-130-0996-000,1UH
VDD_SOC_AP               L45              2        L_7_6X7_6-1.5UH,[ ],20%,[ ],23.5A,0.836OHM,[ ]@[ ],51MHZ,[ ],131-0686-000-1.5UH,131-0686-000
VDD_SOC_AP               Q59              2        Q_FET_N_ENH_SOT23_1G1D1S-SQ2310ES-T1,20V,54MOHM@10V / 54MOHM@4.5V / 54MOHM@2.5V,6A,24A,8V,2W,[ ]@10V / [ ]@4.5V / [ ]@2.5V,300B
VDD_SOC_AP               R216             1        R_0402-100OHM,1 %,62.5MW,195-0002-000-100OHM,195-0002-000
VDD_SOC_AP               R262             2        R_0402-1K,5 %,62.5MW,195-2712-000-195-2712-000,1K
VDD_SOC_AP               R279             1        R_0805-3.3OHM,5 %,0.125W,195-1602-000-195-1602-000,3.3OHM
VDD_SOC_AP               R504             1        R_0805-3.3OHM,5 %,0.125W,195-1602-000-195-1602-000,3.3OHM
VDD_SOC_AP               U28              AA12     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_SOC_AP               U28              AB12     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_SOC_AP               U28              AB13     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_SOC_AP               U28              AC12     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_SOC_AP               U28              AD12     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_SOC_AP               U28              AD13     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_SOC_AP               U28              AE12     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
